POS	AAF	SELCOEF	ISWEEPSELCOEF	ISWEEPRANK	ISWEEPAAF	ISWEEPLOC	ISWEEPRANKMEAN	ISWEEPAAFMEAN	ISWEEPLOCMEAN	ISWEEPRANKMODE	ISWEEPAAFMODE	ISWEEPLOCMODE	ISWEEPRANKMEDIAN	ISWEEPAAFMEDIAN	ISWEEPLOCMEDIAN
3999999	0.48	0.035	0.034997344132647976	1	0.43699000000000005	4039183.86	2	0.4389900000000001	4056120.7	3	0.43156200000000006	4088344.62	2	0.4389900000000001	4056120.7
3999999	0	0.035	0.03558906802503475	0	0.22126	3830579.86	0	0.22125999999999998	3830579.86	0	0.25075800000000004	3942520.08	0	0.22125999999999998	3830579.86
3999999	0.3751	0.035	0.03599420691087341	1	0.3789580000000001	3978422.46	2	0.37917	3974460.26	4	0.386928	3961107.8	2	0.37917	3974460.26
3999999	0.2106	0.035	0.037743083207267894	1	0.211418	3890907.8	2	0.214384	3846229.2	5	0.213458	3797943.48	3	0.21159800000000004	3808080.42
3999999	0.2674	0.035	0.0328625074914602	1	0.282656	3947648.24	1	0.288234	4012075.5	1	0.29055800000000004	3991411.96	1	0.28414	4135255.86
3999999	0.1661	0.035	0.03850772824597825	1	0.20506599999999994	3958561.66	1	0.22215	3946396.96	1	0.21823199999999995	3927772.06	1	0.21926799999999996	3943984.6
3999999	0.17	0.035	0.03726102815461168	1	0.175644	4091691.86	16	0.17162199999999994	4164407.44	2	0.17571	4119331.72	21	0.17047199999999996	4189712.7
3999999	0.2845	0.035	0.03575105193052464	1	0.32632	4022930.1	4	0.32863	3934925.18	2	0.305604	4077049.9	10	0.305878	3875981.72
3999999	0.2997	0.035	0.035011598663282344	1	0.29265599999999997	3862629.88	1	0.29392399999999996	3844820.06	1	0.29265599999999997	3862629.88	1	0.29392399999999996	3844820.06
3999999	0.1004	0.035	0.0303878158075392	1	0.22382400000000005	4118669.04	1	0.223824	4118669.04	1	0.220472	4185113.9	1	0.221366	4124502.4
3999999	0.3156	0.035	0.03578347303557871	1	0.362354	3905301.72	1	0.362654	3866298.68	1	0.362354	3905301.72	1	0.3585499999999999	3854052.2
3999999	0.1145	0.035	0.040814101933275636	1	0.161956	3880514.36	2	0.160572	3877013.88	2	0.150858	3837764.54	2	0.159914	3870014.84
3999999	0.222	0.035	0.03905584743211191	1	0.26222200000000007	4113239.72	1	0.262222	4113239.72	1	0.26222200000000007	4113239.72	1	0.26222200000000007	4113239.72
3999999	0.1693	0.035	0.029642366638182	1	0.222006	3940948.2	1	0.217144	3951657.3	13	0.202172	4117902.68	1	0.21709199999999998	3953672.3
3999999	0.1133	0.035	0.03396832714705282	1	0.204806	4028964.66	4	0.19832999999999998	3997298.4	4	0.19817400000000002	4000638.26	4	0.190352	3956631.28
3999999	0.3289	0.035	0.033081912149596174	1	0.3443979999999999	4035110.02	1	0.3513499999999999	4047680.68	1	0.3443979999999999	4035110.02	1	0.3443979999999999	4035110.02
3999999	0.4483	0.035	0.03559989610342772	1	0.419542	3989814.86	2	0.41657799999999995	3936196.28	17	0.406412	3801205.06	4	0.41918999999999995	3910829.16
3999999	0.2154	0.035	0.03463734747089374	1	0.237986	3958547.98	12	0.23176199999999997	3921653.68	22	0.234402	3857823.04	21	0.236304	3909021.12
3999999	0.3001	0.035	0.03272306588164076	1	0.318226	3958800.48	1	0.314444	3946833.5	1	0.318226	3958800.48	1	0.314444	3946833.5
3999999	0.1332	0.035	0.03711105179247115	1	0.219248	3943224.92	1	0.21863799999999997	3937590.5	1	0.207904	3991363.86	1	0.22071	3939896.42
3999999	0.1857	0.035	0.030897959340159188	1	0.24187	3992591.0	1	0.24153399999999997	4004856.46	6	0.231244	3848428.16	1	0.254122	4051731.66
3999999	0.1329	0.035	0.03516898331683458	1	0.176116	4004395.94	1	0.17551199999999997	4012375.2	1	0.176116	4004395.94	1	0.17371999999999996	4021904.12
3999999	0.1826	0.035	0.037879683694476994	1	0.20610999999999996	3998495.36	1	0.19844799999999999	4013510.8	12	0.209936	4142537.74	1	0.19844800000000004	4013510.8
3999999	0.3261	0.035	0.03439641051813278	1	0.3325	3960813.48	3	0.31965	3884979.22	1	0.3325620000000001	3971370.74	3	0.31892400000000004	3882193.46
3999999	0.1104	0.035	0.030807189145838458	1	0.19170199999999993	4031253.4	2	0.19199000000000002	4045913.48	1	0.18985799999999997	4006403.92	2	0.19124599999999997	4054901.88
3999999	0.3161	0.035	0.03854207275582246	1	0.32961200000000007	3974648.44	15	0.31365800000000005	4124678.1	8	0.31261799999999995	4101278.66	22	0.30736199999999997	4172694.86
3999999	0.3757	0.035	0.03874135840968836	1	0.40732399999999996	3965021.2	5	0.39371600000000007	4150921.98	2	0.39550599999999997	4100641.52	7	0.36922199999999994	4240707.04
3999999	0.1249	0.035	0.032549762633951256	1	0.198422	4037646.06	4	0.18535200000000004	4071111.74	4	0.19141399999999997	4101438.78	5	0.18842800000000004	4094368.5
3999999	0.221	0.035	0.03566996015651107	1	0.277326	4025903.94	2	0.25711600000000007	3931808.1	1	0.27945200000000003	4010440.74	2	0.257116	3931808.1
3999999	0.1206	0.035	0.04060417279500345	1	0.16582599999999995	3964215.24	2	0.165826	3964215.24	4	0.16419199999999998	3991727.42	2	0.165826	3964215.24
3999999	0.1634	0.035	0.03544263164992913	1	0.22888000000000003	3744570.12	3	0.22875399999999996	3739612.9	1	0.23849599999999996	3785287.0	3	0.22875399999999996	3739612.9
3999999	0.1881	0.035	0.03660522703218929	1	0.220136	4059152.44	1	0.22014399999999998	4071275.46	1	0.220136	4059152.44	1	0.22014399999999998	4071275.46
3999999	0.5603	0.035	0.03449389659735658	1	0.58917	3901434.74	2	0.559938	3864830.24	2	0.559938	3864830.24	1	0.559562	3867473.44
3999999	0.1654	0.035	0.03275096670526557	1	0.21253	3941845.74	1	0.21252999999999997	3941845.74	1	0.20660599999999998	3913745.62	1	0.21253	3941845.74
3999999	0.3042	0.035	0.03482267583108682	1	0.32878799999999997	3995857.7	1	0.33462400000000003	4001937.68	1	0.33462400000000003	4001937.68	1	0.33462400000000003	4001937.68
3999999	0.2042	0.035	0.03554841600864125	1	0.219658	4093589.22	1	0.21073599999999998	4041547.52	1	0.21965800000000002	4093589.22	1	0.21073600000000003	4041547.52
3999999	0.2122	0.035	0.03307086103298936	1	0.218304	3849327.14	2	0.21229199999999998	3820227.8	2	0.212276	3820102.9	2	0.212276	3820102.9
3999999	0.4038	0.035	0.03436846121329633	1	0.40312800000000004	3950297.32	1	0.393158	3915600.16	1	0.40312799999999993	3950297.32	3	0.39286	3887553.8
3999999	0.2251	0.035	0.03667964293086544	1	0.269584	4151232.52	1	0.26004399999999994	4080428.74	1	0.270826	4146432.8	1	0.26004399999999994	4080428.74
3999999	0.2473	0.035	0.0329886627741553	1	0.287058	3937312.48	2	0.295672	3865844.22	2	0.2957	3859302.3	2	0.295502	3856812.54
